203964.7247,2679271.512
203984.9696,2679168.899
203995.1836,2679354.132
204044.8583,2679478.323
204050.7451,2679522.289
204058.9891,2679113.736
204076.0587,2679154.381
204086.9015,2679180.578
204125.3913,2679311.539
204129.8178,2679822.865
204139.2516,2679857.751
204167.9341,2679440.666
204191.8479,2679137.599
204197.7213,2679146.871
204198.5723,2679158.104
204200.4594,2679289.83
204223.5314,2679255.941
204250.0143,2679348.722
204250.0204,2679414.981
204257.4973,2679822.865
204279.5071,2680752.145
204286.6384,2679814.114
204289.0877,2679822.865
204289.2722,2679104.322
204304.3199,2680476.134
204307.3539,2680475.914
204336.6634,2679227.335
204354.4819,2680504.381
204396.8736,2679777.535
204403.3549,2680180.774
204409.8928,2680924.77
204414.3179,2679821.949
204453.309,2680558.753
204524.9663,2678949.128
204541.489,2680137.138
204545.598,2680741.043
204547.6869,2681094.771
204569.6025,2679987.299
204598.4508,2679820.82
204603.881,2679151.341
204605.4726,2680061.145
204626.0574,2680117.29
204631.358,2679892.356
204664.6791,2681048.451
204682.2174,2679949.51
204684.8227,2680688.633
204691.9975,2680877.682
204701.2304,2679943.64
204715.4534,2679873.647
204719.9141,2680014.408
204742.5465,2679836.768
204742.6584,2680398.925
204745.3249,2680078.976
204771.2125,2679820.82
204772.5275,2680143.982
204775.6392,2680737.921
204787.4118,2680765.052
204796.3674,2680538.905
204798.3407,2680212.976
204810.6999,2680370.129
204814.3545,2680242.987
204817.1457,2680834.155
204826.1639,2680278.092
204832.2849,2678709.468
204840.6835,2679803.112
204846.9789,2680902.173
204847.3741,2679820.833
204866.4598,2679988.38
204873.9514,2680337.342
204885.1043,2679710.399
204885.2537,2679935.323
204885.981,2680065.347
204891.3648,2680921.971
204892.1645,2679982.289
204899.5063,2678649.415
204902.2486,2678514.524
204903.9321,2680356.39
204905.5427,2679561.437
204908.2172,2680948.334
204911.9056,2679778.396
204913.0004,2680059.147
204915.595,2680482.415
204924.4811,2680200.573
204925.0717,2679819.93
204937.8682,2679969.212
204942.2888,2679644.505
204946.8926,2680384.518
204955.3453,2679915.617
204956.3253,2680571.573
204957.1342,2679686.587
204961.8178,2680837.771
204962.1405,2680046.847
204975.5645,2680846.558
204975.968,2679960.361
204981.9972,2679753.697
204991.683,2680039.432
204997.2818,2680858.629
205004.8163,2679819.92
205009.2735,2680885.642
205014.761,2679949.387
205015.3794,2680903.692
205027.0424,2680934.153
205030.9142,2680029.783
205031.3974,2679896.778
205031.4999,2680032.554
205041.7458,2679187.878
205042.0472,2681255.755
205046.0227,2679940.525
205048.6441,2680446.864
205050.5577,2680995.432
205052.4787,2680789.956
205055.2895,2680800.108
205060.9253,2682288.027
205061.3814,2679326.863
205068.8129,2682485.049
205070.9027,2682805.015
205074.058,2680019.925
205075.0828,2680901.919
205093.0267,2680912.372
205096.8647,2683116.852
205100.4757,2681124.965
205111.9732,2680923.07
205122.7218,2680906.793
205124.2577,2680858.95
205126.3795,2680178.515
205127.5119,2680932.159
205132.3212,2682463.341
205135.8484,2681902.153
205139.4529,2678942.222
205139.6936,2678985.494
205144.2636,2682776.312
205145.318,2681868.262
205146.7967,2679173.248
205150.8117,2681312.232
205162.154,2681891.585
205163.0518,2680311.959
205166.7706,2683087.502
205169.5171,2680510.308
205174.5748,2681400.272
205178.9457,2680961.387
205181.3295,2680908.221
205190.222,2681438.596
205192.6167,2680749.412
205193.595,2681091.399
205193.9335,2680681.415
205201.2634,2681483.448
205213.963,2683068.564
205217.5249,2681840.627
205226.6554,2680757.496
205228.7425,2681865.102
205230.4654,2678932.583
205238.1141,2679198.948
205244.0622,2682739.196
205250.0329,2681272.583
205257.1667,2681823.69
205264.4893,2679828.105
205266.4745,2681849.806
205267.357,2680849.862
205271.7023,2679192.625
205273.457,2681707.59
205274.7104,2681361.62
205279.1486,2679229.679
205283.9094,2680765.469
205288.6035,2681403.591
205293.4251,2680902.908
205294.4114,2681945.149
205301.399,2681446.789
205302.4555,2680505.773
205302.4996,2678937.797
205303.1143,2682404.856
205304.7597,2682881.399
205305.7804,2681953.232
205310.7175,2679186.753
205311.706,2680828.602
205318.2524,2681496.735
205324.8808,2682003.616
205327.0524,2681554.764
205327.4243,2678014.571
205328.7574,2681042.779
205337.1157,2680884.08
205342.7959,2681037.796
205353.2648,2681686.779
205369.2064,2679819.025
205372.7898,2682849.724
205373.5668,2680865.81
205373.6481,2682096.311
205376.1024,2681230.94
205376.9537,2679773.284
205377.8216,2682705.089
205380.404,2681434.938
205380.4281,2679763.427
205384.3391,2681771.939
205389.215,2680857.836
205392.7971,2681341.027
205393.2404,2681798.96
205395.2015,2682376.17
205400.6212,2681394.072
205404.0485,2682189.126
205405.0079,2681403.93
205405.4315,2679002.138
205405.8033,2680694.154
205411.0626,2682834.443
205414.4406,2681429.068
205421.9616,2681876.156
205430.1974,2681538.257
205430.6823,2678200.963
205433.8426,2681913.252
205436.5419,2682823.478
205437.7533,2682272.959
205449.6721,2681963.307
205449.7418,2681669.275
205456.6474,2682813.84
205465.2548,2681739.51
205466.756,2682485.094
205467.8371,2679152.424
205467.9487,2683066.461
205470.984,2682263.988
205473.1926,2681749.829
205479.3366,2682062.092
205485.179,2678154.454
205494.8474,2682794.573
205502.8037,2681323.413
205503.4847,2680118.813
205507.0972,2681211.562
205507.1576,2682155.455
205508.118,2681735.541
205509.281,2679912.598
205510.2991,2681385.878
205512.4587,2677978.796
205514.3885,2683249.63
205515.4906,2681412.45
205517.1956,2680163.894
205520.3995,2680540.537
205521.1223,2681822.55
205531.2105,2681523.535
205532.6185,2682239.071
205542.5705,2680238.091
205542.9442,2678223.669
205546.2644,2683238.118
205547.6524,2680154.923
205551.8137,2681652.66
205553.7417,2679818.246
205554.6696,2678590.695
205556.2147,2680717.954
205556.9884,2683410.662
205557.8099,2681930.636
205560.0316,2683044.752
205564.6091,2681710.689
205565.7248,2683451.748
205565.971,2680946.095
205573.7301,2683393.421
205574.9082,2679773.721
205574.9457,2683080.744
205576.2704,2678070.946
205577.166,2681802.726
205578.7801,2678374.179
205581.6976,2683413.338
205581.7424,2678274.722
205583.9269,2677818.763
205584.1882,2682997.019
205587.5112,2682027.766
205589.6996,2678588.811
205591.8733,2679757.774
205591.951,2679962.555
205601.2722,2682435.754
205601.9706,2681241.902
205605.92,2681694.083
205610.0376,2679113.881
205612.7745,2681305.802
205613.9006,2682715.941
205617.2924,2679039.902
205618.2557,2682120.79
205621.5636,2678341.844
205621.8233,2679826.22
205622.6086,2681340.687
205626.5855,2682646.061
205629.3706,2682941.76
205630.1225,2679818.136
205630.5423,2681393.962
205634.9626,2677871.922
205640.3579,2681786.888
205641.1788,2678137.948
205641.7637,2682979.855
205642.9201,2679805.617
205643.8978,2682203.846
205645.9969,2682485.919
205647.2134,2681514.007
205647.2345,2678419.92
205648.4197,2681302.035
205650.4299,2680190.028
205650.6763,2682701.549
205651.549,2679991.122
205659.3874,2681321.421
205664.4271,2682915.068
205668.0261,2678483.045
205668.2344,2681387.981
205669.0885,2680909.446
205670.6723,2682736.205
205671.5081,2681116.535
205672.7105,2679221.09
205673.8805,2681895.969
205674.4374,2682628.898
205674.857,2678504.239
205676.2112,2677979.245
205684.0216,2678185.125
205689.8561,2678551.043
205691.9876,2679818.136
205695.7492,2682681.615
205697.0066,2682787.596
205700.0083,2680013.159
205700.6039,2681993.099
205701.1659,2682798.67
205704.1657,2677810.015
205704.6613,2677952.225
205705.5525,2682958.584
205712.2002,2682716.271
205712.4143,2678072.275
205713.3876,2679009.227
205716.1374,2682399.48
205716.2422,2680216.386
205719.9067,2681881.361
205728.7979,2681201.041
205729.1107,2679082.317
205731.7979,2678561.354
205732.3161,2682086.347
205733.5546,2679263.395
205736.0591,2680152.157
205739.9274,2681288.423
205740.5979,2681978.372
205745.0511,2682427.444
205748.1406,2678159.432
205749.1731,2679827.221
205749.6701,2682703.766
205750.0039,2682906.65
205751.5903,2681375.357
205755.246,2683282.977
205755.9494,2678200.418
205759.6468,2681408.253
205760.0757,2682167.42
205764.4428,2682933.013
205768.7479,2678280.487
205770.0892,2681507.472
205770.9026,2680038.53
205772.1577,2681195.5
205774.5795,2678016.456
205777.4967,2678337.201
205782.3181,2682978.085
205785.0921,2682675.41
205789.3539,2677870.26
205789.8456,2681619.553
205791.5076,2683329.265
205792.4032,2682764.118
205793.3748,2679302.487
205794.2366,2680864.368
205795.2595,2678417.482
205795.9731,2681280.559
205797.3756,2682650.601
205799.0984,2678171.512
205802.1697,2679076.567
205806.3573,2678492.349
205808.1734,2682152.579
205808.4172,2681611.798
205808.8066,2678553.599
205808.9159,2683394.72
205813.0783,2681797.298
205815.3352,2681195.728
205816.0916,2682501.76
205819.0736,2681842.599
205821.039,2678187.57
205824.2057,2681865.633
205824.4157,2681274.688
205824.4297,2682800.219
205827.0056,2680607.771
205827.7517,2681901.405
205828.3044,2682879.19
205829.4741,2683305.768
205834.5585,2680062.339
205835.4299,2678057.653
205835.6093,2679828.653
205836.2708,2682692.906
205836.5618,2681997.633
205840.6785,2680845.641
205840.8466,2680064.661
205840.8797,2682825.579
205842.3757,2682744.177
205849.1838,2680031.659
205849.395,2682706.859
205850.2613,2682345.379
205850.421,2682902.108
205850.6518,2681192.395
205854.5206,2677436.777
205855.2419,2679342.694
205859.7034,2679195.725
205860.5135,2681760.973
205861.6067,2682859.906
205864.3391,2681271.364
205871.401,2682734.549
205872.5977,2680414.84
205875.1909,2679073.794
205875.4749,2680925.164
205875.7879,2681862.299
205876.8576,2678548.834
205877.3625,2682937.54
205878.5031,2678683.725
205879.1108,2681353.188
205883.9039,2681911.258
205884.1668,2682334.474
205890.6525,2677362.797
205891.0294,2678185.796
205891.3786,2678079.811
205899.478,2682930.674
205901.0203,2679833.308
205905.7456,2680088.911
205907.4824,2682605.972
205907.7661,2682327.974
205908.917,2682783.827
205909.9327,2682952.492
205916.0849,2683355.945
205920.8994,2682806.86
205925.5596,2682036.844
205925.7899,2677921.874
205926.7962,2680698.907
205927.9407,2681049.315
205928.9798,2681857.873
205934.3871,2682635.983
205936.0431,2678191.996
205937.8269,2681921.106
205939.9475,2677525.937
205940.7474,2681086.838
205941.4987,2677721.972
205947.5178,2677134.345
205954.5975,2677077.063
205956.2119,2682657.243
205960.2169,2679906.18
205960.708,2682883.937
205962.2057,2676965.863
205970.6435,2680112.056
205971.4335,2677699.156
205973.1282,2681175.122
205974.504,2683509.111
205974.5264,2682915.065
205975.8795,2678545.066
205979.0953,2682923.926
205979.6323,2679837.953
205984.4727,2681254.191
205987.3784,2682066.079
205988.4903,2682590.243
205989.0387,2677575.229
205990.5417,2681282.099
205995.0795,2683329.143
205995.3954,2679288.324
205995.8993,2677479.21
205997.7801,2681333.283
206000.0389,2681852.235
206001.5877,2680478.322
206005.6309,2681025.744
206006.7523,2677931.296
206011.3379,2682736.894
206012.6602,2681962.331
206013.3702,2678085.356
206015.3579,2682995.265
206016.1326,2681526.536
206020.9888,2682759.37
206021.9724,2679956.474
206022.8306,2678542.43
206023.6003,2681710.381
206025.2206,2679071.368
206026.2681,2678497.128
206027.9504,2679441.378
206028.1108,2676920.687
206029.971,2680671.348
206030.3468,2682632.457
206032.3249,2678405.425
206033.0202,2678185.362
206034.6709,2678329.266
206035.652,2680135.338
206037.4921,2677767.826
206038.2728,2676964.766
206039.6241,2677066.438
206039.8215,2678255.473
206039.931,2678213.38
206040.1862,2677528.381
